filename,x_1,y_1,w_1,h_1,label_1,x_2,y_2,w_2,h_2,label_2,...
train/1.png,246,77,81,219,1,323,81,96,219,9
train/2.png,77,29,23,32,2,98,25,26,32,3
train/3.png,17,5,8,15,2,25,5,9,15,5
train/4.png,57,13,15,34,9,72,13,13,34,3
train/5.png,52,7,21,46,3,74,10,15,46,1
train/6.png,28,6,10,21,3,38,8,11,21,3
train/7.png,35,10,13,32,2,47,11,13,32,8
train/8.png,17,4,7,15,7,25,4,6,15,4,31,3,7,15,4
train/9.png,19,4,14,24,1,29,4,13,24,2,38,5,17,24,8
train/10.png,25,6,9,27,1,34,4,14,27,6
train/11.png,22,5,12,26,2,33,4,9,26,3
train/12.png,67,16,23,55,6,90,17,20,55,3
train/13.png,44,12,17,33,4,63,13,18,33,2
train/14.png,35,2,21,42,5,55,2,23,42,8
train/15.png,22,8,14,20,1,33,7,10,20,6
train/16.png,20,3,7,19,2,26,1,7,19,3
train/17.png,23,4,14,22,7,35,4,12,22,9
train/18.png,52,12,28,41,5,80,17,21,41,3
train/19.png,19,1,7,19,2,28,1,7,19,2,36,1,7,19,2
train/20.png,20,2,11,24,6,32,1,11,24,2
train/21.png,72,6,52,85,2
train/22.png,24,4,10,16,5,34,5,7,16,1,40,5,11,16,5
train/23.png,29,5,21,32,4,52,5,22,32,7
train/24.png,233,59,19,34,8,248,56,21,34,9
train/25.png,60,11,24,50,6,87,9,24,50,10,113,7,21,50,1
train/26.png,34,7,12,32,2,49,8,13,32,4
train/27.png,46,11,26,45,5,73,8,27,45,6
train/28.png,31,8,13,33,5,42,7,10,33,2
train/29.png,43,14,10,18,1,51,13,16,18,3,66,14,5,18,2
train/30.png,16,1,7,25,1,25,1,11,25,4
train/31.png,14,1,10,19,6,24,1,11,19,3,36,1,11,19,8
train/32.png,48,16,17,33,4,67,19,18,33,3
train/33.png,27,5,16,33,1,42,5,18,33,4
train/34.png,41,13,16,32,4,54,9,24,32,2
train/35.png,25,5,7,14,6
train/36.png,50,9,23,47,4,72,8,24,47,4
train/37.png,24,4,6,20,1,42,2,7,20,1
train/38.png,87,28,26,57,1,108,22,37,57,7
train/39.png,62,19,13,40,3,74,20,9,40,1
train/40.png,61,9,28,61,2,93,17,28,61,10
train/41.png,38,10,11,35,4,50,9,13,35,2
train/42.png,110,27,25,51,2,131,36,30,51,5,159,36,26,51,1
train/43.png,87,24,31,51,2,119,20,26,51,9
train/44.png,19,3,13,26,2,32,3,8,26,10,40,3,7,26,4
train/45.png,35,3,8,31,1,44,4,12,31,10
train/46.png,136,87,49,104,3,201,44,41,104,2,257,18,53,104,7
train/47.png,14,2,6,15,2,20,1,5,15,4
train/48.png,74,20,28,50,4,103,17,29,50,6
train/49.png,65,18,36,45,8,102,15,26,45,1,132,16,28,45,7
train/50.png,58,27,11,26,1,74,22,15,26,10,95,17,15,26,3
train/51.png,47,7,16,45,9,66,9,9,45,1
train/52.png,45,12,23,38,3,74,11,28,38,5
train/53.png,160,34,59,84,9,208,18,52,84,3
train/54.png,36,10,18,45,1,56,8,21,45,1
